"phrase_id","target_phoneme","target_word_indexes","target_syllable_indexes","phonetic_variant","text","cmu_phonetics","pronounciation_guide","syllable_parts","stress_category","words","syllabified_words","cmu","gibberish","audio_id","audio_file_url","gender"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","vf-WZNQlt6VmugqI6GCJA","F1/F1-453.mp3","FEMALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","vf-WZNQlt6VmugqI6GCJA","F1/F1-453.mp3","FEMALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","wjSqTQWun6CjO6mdxX0Dl","F2/F2-453.mp3","FEMALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","wjSqTQWun6CjO6mdxX0Dl","F2/F2-453.mp3","FEMALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","wjSqTQWun6CjO6mdxX0Dl","F2/F2-453.mp3","FEMALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","wjSqTQWun6CjO6mdxX0Dl","F2/F2-453.mp3","FEMALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","NJDURRx7qJFUQUUxx7EXl","M1/M1-453.mp3","MALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","NJDURRx7qJFUQUUxx7EXl","M1/M1-453.mp3","MALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","NJDURRx7qJFUQUUxx7EXl","M1/M1-453.mp3","MALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","NJDURRx7qJFUQUUxx7EXl","M1/M1-453.mp3","MALE"
"krfbmebayq","null","null","null","null","bow","B_OW1","b_ow","bow","null","[""bow""]","[""bow""]","[""B_OW1""]","[""b_ow""]","qdBNxQRkxB25FqyVO7JPT","F1/F1-454.mp3","FEMALE"
"krfbmebayq","null","null","null","null","bow","B_OW1","b_ow","bow","null","[""bow""]","[""bow""]","[""B_OW1""]","[""b_ow""]","qdBNxQRkxB25FqyVO7JPT","F1/F1-454.mp3","FEMALE"
"krfbmebayq","null","null","null","null","bow","B_OW1","b_ow","bow","null","[""bow""]","[""bow""]","[""B_OW1""]","[""b_ow""]","HfUHIkdkv1XGXM26pLpmS","F2/F2-454.mp3","FEMALE"
"krfbmebayq","null","null","null","null","bow","B_OW1","b_ow","bow","null","[""bow""]","[""bow""]","[""B_OW1""]","[""b_ow""]","HfUHIkdkv1XGXM26pLpmS","F2/F2-454.mp3","FEMALE"
"krfbmebayq","null","null","null","null","bow","B_OW1","b_ow","bow","null","[""bow""]","[""bow""]","[""B_OW1""]","[""b_ow""]","2ciZMI0obh0k0JemTz7_A","M1/M1-454.mp3","MALE"
"krfbmebayq","null","null","null","null","bow","B_OW1","b_ow","bow","null","[""bow""]","[""bow""]","[""B_OW1""]","[""b_ow""]","2ciZMI0obh0k0JemTz7_A","M1/M1-454.mp3","MALE"
"hgqewmsfra","AA1","[8]","[0]","null","I didn't like the movie, it was truly *awful*.","AY1 D_IH1|D_AH0_N_T L_AY1_K DH_AH0 M_UW1|V_IY0 IH1_T W_AA1_Z T_R_UW1|L_IY0 AA1|F_AH0_L","ay d_i|d_uh_n_t l_ay_k th_uh m_oo|v_ee i_t w_o_z t_r_oo|l_ee aw|f_uh_l","I did|n't like the mov|ie it was tru|ly aw|ful","null","[""I"",""didn't"",""like"",""the"",""movie,"",""it"",""was"",""truly"",""*awful*.""]","[""I"",""did|n't"",""like"",""the"",""mov|ie"",""it"",""was"",""tru|ly"",""aw|ful""]","[""AY1"",""D_IH1|D_AH0_N_T"",""L_AY1_K"",""DH_AH0"",""M_UW1|V_IY0"",""IH1_T"",""W_AA1_Z"",""T_R_UW1|L_IY0"",""AA1|F_AH0_L""]","[""ay"",""d_i|d_uh_n_t"",""l_ay_k"",""th_uh"",""m_oo|v_ee"",""i_t"",""w_o_z"",""t_r_oo|l_ee"",""aw|f_uh_l""]","PjdpN5AdxUvmW6DZxlICv","F1/F1-435.mp3","FEMALE"
"hgqewmsfra","AA1","[8]","[0]","null","I didn't like the movie, it was truly *awful*.","AY1 D_IH1|D_AH0_N_T L_AY1_K DH_AH0 M_UW1|V_IY0 IH1_T W_AA1_Z T_R_UW1|L_IY0 AA1|F_AH0_L","ay d_i|d_uh_n_t l_ay_k th_uh m_oo|v_ee i_t w_o_z t_r_oo|l_ee aw|f_uh_l","I did|n't like the mov|ie it was tru|ly aw|ful","null","[""I"",""didn't"",""like"",""the"",""movie,"",""it"",""was"",""truly"",""*awful*.""]","[""I"",""did|n't"",""like"",""the"",""mov|ie"",""it"",""was"",""tru|ly"",""aw|ful""]","[""AY1"",""D_IH1|D_AH0_N_T"",""L_AY1_K"",""DH_AH0"",""M_UW1|V_IY0"",""IH1_T"",""W_AA1_Z"",""T_R_UW1|L_IY0"",""AA1|F_AH0_L""]","[""ay"",""d_i|d_uh_n_t"",""l_ay_k"",""th_uh"",""m_oo|v_ee"",""i_t"",""w_o_z"",""t_r_oo|l_ee"",""aw|f_uh_l""]","n13_CEuQIwzFU6ZwFuacM","F2/F2-435.mp3","FEMALE"
"hgqewmsfra","AA1","[8]","[0]","null","I didn't like the movie, it was truly *awful*.","AY1 D_IH1|D_AH0_N_T L_AY1_K DH_AH0 M_UW1|V_IY0 IH1_T W_AA1_Z T_R_UW1|L_IY0 AA1|F_AH0_L","ay d_i|d_uh_n_t l_ay_k th_uh m_oo|v_ee i_t w_o_z t_r_oo|l_ee aw|f_uh_l","I did|n't like the mov|ie it was tru|ly aw|ful","null","[""I"",""didn't"",""like"",""the"",""movie,"",""it"",""was"",""truly"",""*awful*.""]","[""I"",""did|n't"",""like"",""the"",""mov|ie"",""it"",""was"",""tru|ly"",""aw|ful""]","[""AY1"",""D_IH1|D_AH0_N_T"",""L_AY1_K"",""DH_AH0"",""M_UW1|V_IY0"",""IH1_T"",""W_AA1_Z"",""T_R_UW1|L_IY0"",""AA1|F_AH0_L""]","[""ay"",""d_i|d_uh_n_t"",""l_ay_k"",""th_uh"",""m_oo|v_ee"",""i_t"",""w_o_z"",""t_r_oo|l_ee"",""aw|f_uh_l""]","R94Da_CvjzI4LLXffIpHI","M1/M1-435.mp3","MALE"
"utbjnyybjk","AA1","[8]","[0]","null","Make sure to give me a like and *follow*!","M_EY1_K SH_UH1_R T_UW1 G_IH1_V M_IY1 AH0 L_AY1_K AH0_N_D F_AA1|L_OW0","m_ey_k sh_u_r t_oo g_i_v m_ee uh l_ay_k uh_n_d f_o|l_ow","Make sure to give me a like and fol|low","null","[""Make"",""sure"",""to"",""give"",""me"",""a"",""like"",""and"",""*follow*!""]","[""Make"",""sure"",""to"",""give"",""me"",""a"",""like"",""and"",""fol|low""]","[""M_EY1_K"",""SH_UH1_R"",""T_UW1"",""G_IH1_V"",""M_IY1"",""AH0"",""L_AY1_K"",""AH0_N_D"",""F_AA1|L_OW0""]","[""m_ey_k"",""sh_u_r"",""t_oo"",""g_i_v"",""m_ee"",""uh"",""l_ay_k"",""uh_n_d"",""f_o|l_ow""]","ka1-jX8gStstlNJ2VC6QB","F1/F1-436.mp3","FEMALE"
"utbjnyybjk","AA1","[8]","[0]","null","Make sure to give me a like and *follow*!","M_EY1_K SH_UH1_R T_UW1 G_IH1_V M_IY1 AH0 L_AY1_K AH0_N_D F_AA1|L_OW0","m_ey_k sh_u_r t_oo g_i_v m_ee uh l_ay_k uh_n_d f_o|l_ow","Make sure to give me a like and fol|low","null","[""Make"",""sure"",""to"",""give"",""me"",""a"",""like"",""and"",""*follow*!""]","[""Make"",""sure"",""to"",""give"",""me"",""a"",""like"",""and"",""fol|low""]","[""M_EY1_K"",""SH_UH1_R"",""T_UW1"",""G_IH1_V"",""M_IY1"",""AH0"",""L_AY1_K"",""AH0_N_D"",""F_AA1|L_OW0""]","[""m_ey_k"",""sh_u_r"",""t_oo"",""g_i_v"",""m_ee"",""uh"",""l_ay_k"",""uh_n_d"",""f_o|l_ow""]","UhI0V33yTsi1GdpqsRVOL","F2/F2-436.mp3","FEMALE"
"utbjnyybjk","AA1","[8]","[0]","null","Make sure to give me a like and *follow*!","M_EY1_K SH_UH1_R T_UW1 G_IH1_V M_IY1 AH0 L_AY1_K AH0_N_D F_AA1|L_OW0","m_ey_k sh_u_r t_oo g_i_v m_ee uh l_ay_k uh_n_d f_o|l_ow","Make sure to give me a like and fol|low","null","[""Make"",""sure"",""to"",""give"",""me"",""a"",""like"",""and"",""*follow*!""]","[""Make"",""sure"",""to"",""give"",""me"",""a"",""like"",""and"",""fol|low""]","[""M_EY1_K"",""SH_UH1_R"",""T_UW1"",""G_IH1_V"",""M_IY1"",""AH0"",""L_AY1_K"",""AH0_N_D"",""F_AA1|L_OW0""]","[""m_ey_k"",""sh_u_r"",""t_oo"",""g_i_v"",""m_ee"",""uh"",""l_ay_k"",""uh_n_d"",""f_o|l_ow""]","b2nQWHn7M1MC4Qbef3ISi","M1/M1-436.mp3","MALE"
"uqjzecmeys","AO1","[5]","[0]","null","My sister graduated as a *lawyer*.","M_AY1 S_IH1_S|T_ER0 G_R_AE1|JH_UW0|EY2|T_IH0_D AE1_Z AH0 L_AO1|Y_ER0","m_ay s_i_s|t_uhr g_r_a|dj_oo|ey|t_i_d a_z uh l_aw|y_uhr","My sis|ter grad|u|at|ed as a law|yer","null","[""My"",""sister"",""graduated"",""as"",""a"",""*lawyer*.""]","[""My"",""sis|ter"",""grad|u|at|ed"",""as"",""a"",""law|yer""]","[""M_AY1"",""S_IH1_S|T_ER0"",""G_R_AE1|JH_UW0|EY2|T_IH0_D"",""AE1_Z"",""AH0"",""L_AO1|Y_ER0""]","[""m_ay"",""s_i_s|t_uhr"",""g_r_a|dj_oo|ey|t_i_d"",""a_z"",""uh"",""l_aw|y_uhr""]","e06ow_Kh_yRKcXEvQrpbl","F1/F1-438.mp3","FEMALE"
"uqjzecmeys","AO1","[5]","[0]","null","My sister graduated as a *lawyer*.","M_AY1 S_IH1_S|T_ER0 G_R_AE1|JH_UW0|EY2|T_IH0_D AE1_Z AH0 L_AO1|Y_ER0","m_ay s_i_s|t_uhr g_r_a|dj_oo|ey|t_i_d a_z uh l_aw|y_uhr","My sis|ter grad|u|at|ed as a law|yer","null","[""My"",""sister"",""graduated"",""as"",""a"",""*lawyer*.""]","[""My"",""sis|ter"",""grad|u|at|ed"",""as"",""a"",""law|yer""]","[""M_AY1"",""S_IH1_S|T_ER0"",""G_R_AE1|JH_UW0|EY2|T_IH0_D"",""AE1_Z"",""AH0"",""L_AO1|Y_ER0""]","[""m_ay"",""s_i_s|t_uhr"",""g_r_a|dj_oo|ey|t_i_d"",""a_z"",""uh"",""l_aw|y_uhr""]","Vgumz68vJCzuJOZguir8U","F2/F2-438.mp3","FEMALE"
"uqjzecmeys","AO1","[5]","[0]","null","My sister graduated as a *lawyer*.","M_AY1 S_IH1_S|T_ER0 G_R_AE1|JH_UW0|EY2|T_IH0_D AE1_Z AH0 L_AO1|Y_ER0","m_ay s_i_s|t_uhr g_r_a|dj_oo|ey|t_i_d a_z uh l_aw|y_uhr","My sis|ter grad|u|at|ed as a law|yer","null","[""My"",""sister"",""graduated"",""as"",""a"",""*lawyer*.""]","[""My"",""sis|ter"",""grad|u|at|ed"",""as"",""a"",""law|yer""]","[""M_AY1"",""S_IH1_S|T_ER0"",""G_R_AE1|JH_UW0|EY2|T_IH0_D"",""AE1_Z"",""AH0"",""L_AO1|Y_ER0""]","[""m_ay"",""s_i_s|t_uhr"",""g_r_a|dj_oo|ey|t_i_d"",""a_z"",""uh"",""l_aw|y_uhr""]","NHZuQb6o-BE2JxTBB4Afm","M1/M1-438.mp3","MALE"
"tvnukjhhvv","OW0","[5]","[1]","null","He's flying out of London *Heathrow*.","HH_IY1_Z F_L_AY1|IH0_NG AW1_T AH1_V L_AH1_N|D_AH0_N HH_IY1|TH_R_OW0","h_ee_z f_l_ay|i_ng au_t uh_v l_uh_n|d_uh_n h_ee|th_r_ow","He's fly|ing out of Lon|don Hea|throw","null","[""He's"",""flying"",""out"",""of"",""London"",""*Heathrow*.""]","[""He's"",""fly|ing"",""out"",""of"",""Lon|don"",""Hea|throw""]","[""HH_IY1_Z"",""F_L_AY1|IH0_NG"",""AW1_T"",""AH1_V"",""L_AH1_N|D_AH0_N"",""HH_IY1|TH_R_OW0""]","[""h_ee_z"",""f_l_ay|i_ng"",""au_t"",""uh_v"",""l_uh_n|d_uh_n"",""h_ee|th_r_ow""]","HSAgGvSiLCWgp0WFE37-y","F1/F1-439.mp3","FEMALE"
"tvnukjhhvv","OW0","[5]","[1]","null","He's flying out of London *Heathrow*.","HH_IY1_Z F_L_AY1|IH0_NG AW1_T AH1_V L_AH1_N|D_AH0_N HH_IY1|TH_R_OW0","h_ee_z f_l_ay|i_ng au_t uh_v l_uh_n|d_uh_n h_ee|th_r_ow","He's fly|ing out of Lon|don Hea|throw","null","[""He's"",""flying"",""out"",""of"",""London"",""*Heathrow*.""]","[""He's"",""fly|ing"",""out"",""of"",""Lon|don"",""Hea|throw""]","[""HH_IY1_Z"",""F_L_AY1|IH0_NG"",""AW1_T"",""AH1_V"",""L_AH1_N|D_AH0_N"",""HH_IY1|TH_R_OW0""]","[""h_ee_z"",""f_l_ay|i_ng"",""au_t"",""uh_v"",""l_uh_n|d_uh_n"",""h_ee|th_r_ow""]","KDlQq-2fhWrcYWK7_JMkI","F2/F2-439.mp3","FEMALE"
"tvnukjhhvv","OW0","[5]","[1]","null","He's flying out of London *Heathrow*.","HH_IY1_Z F_L_AY1|IH0_NG AW1_T AH1_V L_AH1_N|D_AH0_N HH_IY1|TH_R_OW0","h_ee_z f_l_ay|i_ng au_t uh_v l_uh_n|d_uh_n h_ee|th_r_ow","He's fly|ing out of Lon|don Hea|throw","null","[""He's"",""flying"",""out"",""of"",""London"",""*Heathrow*.""]","[""He's"",""fly|ing"",""out"",""of"",""Lon|don"",""Hea|throw""]","[""HH_IY1_Z"",""F_L_AY1|IH0_NG"",""AW1_T"",""AH1_V"",""L_AH1_N|D_AH0_N"",""HH_IY1|TH_R_OW0""]","[""h_ee_z"",""f_l_ay|i_ng"",""au_t"",""uh_v"",""l_uh_n|d_uh_n"",""h_ee|th_r_ow""]","GFUij2cCMsWBqTbLHT6PY","M1/M1-439.mp3","MALE"
"jqbqgjrqfn","AO1","[3]","[0]","null","This is my *daughter*, Asha.","DH_IH1_S IH1_Z M_AY1 D_AO1|T_ER0 AA1|SH_AH0","th_i_s i_z m_ay d_aw|t_uhr o|sh_uh","This is my daugh|ter As|ha","null","[""This"",""is"",""my"",""*daughter*,"",""Asha.""]","[""This"",""is"",""my"",""daugh|ter"",""As|ha""]","[""DH_IH1_S"",""IH1_Z"",""M_AY1"",""D_AO1|T_ER0"",""AA1|SH_AH0""]","[""th_i_s"",""i_z"",""m_ay"",""d_aw|t_uhr"",""o|sh_uh""]","5Q8p14Yg7JbaW1gpwc009","F1/F1-440.mp3","FEMALE"
"jqbqgjrqfn","AO1","[3]","[0]","null","This is my *daughter*, Asha.","DH_IH1_S IH1_Z M_AY1 D_AO1|T_ER0 AA1|SH_AH0","th_i_s i_z m_ay d_aw|t_uhr o|sh_uh","This is my daugh|ter As|ha","null","[""This"",""is"",""my"",""*daughter*,"",""Asha.""]","[""This"",""is"",""my"",""daugh|ter"",""As|ha""]","[""DH_IH1_S"",""IH1_Z"",""M_AY1"",""D_AO1|T_ER0"",""AA1|SH_AH0""]","[""th_i_s"",""i_z"",""m_ay"",""d_aw|t_uhr"",""o|sh_uh""]","jPyRFTnHDYKOR69mACsoW","F2/F2-440.mp3","FEMALE"
"jqbqgjrqfn","AO1","[3]","[0]","null","This is my *daughter*, Asha.","DH_IH1_S IH1_Z M_AY1 D_AO1|T_ER0 AA1|SH_AH0","th_i_s i_z m_ay d_aw|t_uhr o|sh_uh","This is my daugh|ter As|ha","null","[""This"",""is"",""my"",""*daughter*,"",""Asha.""]","[""This"",""is"",""my"",""daugh|ter"",""As|ha""]","[""DH_IH1_S"",""IH1_Z"",""M_AY1"",""D_AO1|T_ER0"",""AA1|SH_AH0""]","[""th_i_s"",""i_z"",""m_ay"",""d_aw|t_uhr"",""o|sh_uh""]","i6bUMWo4kgQ1FnGvBhtED","M1/M1-440.mp3","MALE"
"xthzfbmyhg","OW1","[2]","[0]","null","What's your *phone* number?","W_AH1_T_S Y_AO1_R F_OW1_N N_AH1_M|B_ER0","w_uh_t_s y_aw_r f_ow_n n_uh_m|b_uhr","What's your phone num|ber","null","[""What's"",""your"",""*phone*"",""number?""]","[""What's"",""your"",""phone"",""num|ber""]","[""W_AH1_T_S"",""Y_AO1_R"",""F_OW1_N"",""N_AH1_M|B_ER0""]","[""w_uh_t_s"",""y_aw_r"",""f_ow_n"",""n_uh_m|b_uhr""]","6mNBLsb_pQX0fKYaeWLmE","F1/F1-441.mp3","FEMALE"
"xthzfbmyhg","OW1","[2]","[0]","null","What's your *phone* number?","W_AH1_T_S Y_AO1_R F_OW1_N N_AH1_M|B_ER0","w_uh_t_s y_aw_r f_ow_n n_uh_m|b_uhr","What's your phone num|ber","null","[""What's"",""your"",""*phone*"",""number?""]","[""What's"",""your"",""phone"",""num|ber""]","[""W_AH1_T_S"",""Y_AO1_R"",""F_OW1_N"",""N_AH1_M|B_ER0""]","[""w_uh_t_s"",""y_aw_r"",""f_ow_n"",""n_uh_m|b_uhr""]","ujKHJx5OCtEiVwumbaVJ5","F2/F2-441.mp3","FEMALE"
"xthzfbmyhg","OW1","[2]","[0]","null","What's your *phone* number?","W_AH1_T_S Y_AO1_R F_OW1_N N_AH1_M|B_ER0","w_uh_t_s y_aw_r f_ow_n n_uh_m|b_uhr","What's your phone num|ber","null","[""What's"",""your"",""*phone*"",""number?""]","[""What's"",""your"",""phone"",""num|ber""]","[""W_AH1_T_S"",""Y_AO1_R"",""F_OW1_N"",""N_AH1_M|B_ER0""]","[""w_uh_t_s"",""y_aw_r"",""f_ow_n"",""n_uh_m|b_uhr""]","NThMVxppghbTwbwotyvpn","M1/M1-441.mp3","MALE"
"mncjnuxubs","AO1","[4]","[0]","null","Dad is making a *strawberry* cheesecake.","D_AE1_D IH1_Z M_EY1|K_IH0_NG AH0 S_T_R_AO1|B_EH2|R_IY0 CH_IY1_Z|K_EY2_K","d_a_d i_z m_ey|k_i_ng uh s_t_r_aw|b_e|r_ee ch_ee_z|k_ey_k","Dad is mak|ing a straw|ber|ry cheese|cake","null","[""Dad"",""is"",""making"",""a"",""*strawberry*"",""cheesecake.""]","[""Dad"",""is"",""mak|ing"",""a"",""straw|ber|ry"",""cheese|cake""]","[""D_AE1_D"",""IH1_Z"",""M_EY1|K_IH0_NG"",""AH0"",""S_T_R_AO1|B_EH2|R_IY0"",""CH_IY1_Z|K_EY2_K""]","[""d_a_d"",""i_z"",""m_ey|k_i_ng"",""uh"",""s_t_r_aw|b_e|r_ee"",""ch_ee_z|k_ey_k""]","DHHc3v7_dLLKwvdfFLPB2","F1/F1-442.mp3","FEMALE"
"mncjnuxubs","AO1","[4]","[0]","null","Dad is making a *strawberry* cheesecake.","D_AE1_D IH1_Z M_EY1|K_IH0_NG AH0 S_T_R_AO1|B_EH2|R_IY0 CH_IY1_Z|K_EY2_K","d_a_d i_z m_ey|k_i_ng uh s_t_r_aw|b_e|r_ee ch_ee_z|k_ey_k","Dad is mak|ing a straw|ber|ry cheese|cake","null","[""Dad"",""is"",""making"",""a"",""*strawberry*"",""cheesecake.""]","[""Dad"",""is"",""mak|ing"",""a"",""straw|ber|ry"",""cheese|cake""]","[""D_AE1_D"",""IH1_Z"",""M_EY1|K_IH0_NG"",""AH0"",""S_T_R_AO1|B_EH2|R_IY0"",""CH_IY1_Z|K_EY2_K""]","[""d_a_d"",""i_z"",""m_ey|k_i_ng"",""uh"",""s_t_r_aw|b_e|r_ee"",""ch_ee_z|k_ey_k""]","LNCzH3rxEv6it4R-YKD-P","F2/F2-442.mp3","FEMALE"
"mncjnuxubs","AO1","[4]","[0]","null","Dad is making a *strawberry* cheesecake.","D_AE1_D IH1_Z M_EY1|K_IH0_NG AH0 S_T_R_AO1|B_EH2|R_IY0 CH_IY1_Z|K_EY2_K","d_a_d i_z m_ey|k_i_ng uh s_t_r_aw|b_e|r_ee ch_ee_z|k_ey_k","Dad is mak|ing a straw|ber|ry cheese|cake","null","[""Dad"",""is"",""making"",""a"",""*strawberry*"",""cheesecake.""]","[""Dad"",""is"",""mak|ing"",""a"",""straw|ber|ry"",""cheese|cake""]","[""D_AE1_D"",""IH1_Z"",""M_EY1|K_IH0_NG"",""AH0"",""S_T_R_AO1|B_EH2|R_IY0"",""CH_IY1_Z|K_EY2_K""]","[""d_a_d"",""i_z"",""m_ey|k_i_ng"",""uh"",""s_t_r_aw|b_e|r_ee"",""ch_ee_z|k_ey_k""]","plHpsXYYcuVKA18ow1td9","M1/M1-442.mp3","MALE"
"fmqekbmnms","OW0","[5]","[2]","null","James is playing at a *piano* concert.","JH_EY1_M_Z IH1_Z P_L_EY1|IH0_NG AE1_T AH0 P_IY0|AE1|N_OW0 K_AA1_N|S_ER0_T","dj_ey_m_z i_z p_l_ey|i_ng a_t uh p_ee|a|n_ow k_o_n|s_uhr_t","James is play|ing at a pi|an|o con|cert","null","[""James"",""is"",""playing"",""at"",""a"",""*piano*"",""concert.""]","[""James"",""is"",""play|ing"",""at"",""a"",""pi|an|o"",""con|cert""]","[""JH_EY1_M_Z"",""IH1_Z"",""P_L_EY1|IH0_NG"",""AE1_T"",""AH0"",""P_IY0|AE1|N_OW0"",""K_AA1_N|S_ER0_T""]","[""dj_ey_m_z"",""i_z"",""p_l_ey|i_ng"",""a_t"",""uh"",""p_ee|a|n_ow"",""k_o_n|s_uhr_t""]","_PbeU-E_BEFwvlxm9A0MN","F1/F1-443.mp3","FEMALE"
"fmqekbmnms","OW0","[5]","[2]","null","James is playing at a *piano* concert.","JH_EY1_M_Z IH1_Z P_L_EY1|IH0_NG AE1_T AH0 P_IY0|AE1|N_OW0 K_AA1_N|S_ER0_T","dj_ey_m_z i_z p_l_ey|i_ng a_t uh p_ee|a|n_ow k_o_n|s_uhr_t","James is play|ing at a pi|an|o con|cert","null","[""James"",""is"",""playing"",""at"",""a"",""*piano*"",""concert.""]","[""James"",""is"",""play|ing"",""at"",""a"",""pi|an|o"",""con|cert""]","[""JH_EY1_M_Z"",""IH1_Z"",""P_L_EY1|IH0_NG"",""AE1_T"",""AH0"",""P_IY0|AE1|N_OW0"",""K_AA1_N|S_ER0_T""]","[""dj_ey_m_z"",""i_z"",""p_l_ey|i_ng"",""a_t"",""uh"",""p_ee|a|n_ow"",""k_o_n|s_uhr_t""]","y2CDgPS4dtHSJwCgySAga","F2/F2-443.mp3","FEMALE"
"fmqekbmnms","OW0","[5]","[2]","null","James is playing at a *piano* concert.","JH_EY1_M_Z IH1_Z P_L_EY1|IH0_NG AE1_T AH0 P_IY0|AE1|N_OW0 K_AA1_N|S_ER0_T","dj_ey_m_z i_z p_l_ey|i_ng a_t uh p_ee|a|n_ow k_o_n|s_uhr_t","James is play|ing at a pi|an|o con|cert","null","[""James"",""is"",""playing"",""at"",""a"",""*piano*"",""concert.""]","[""James"",""is"",""play|ing"",""at"",""a"",""pi|an|o"",""con|cert""]","[""JH_EY1_M_Z"",""IH1_Z"",""P_L_EY1|IH0_NG"",""AE1_T"",""AH0"",""P_IY0|AE1|N_OW0"",""K_AA1_N|S_ER0_T""]","[""dj_ey_m_z"",""i_z"",""p_l_ey|i_ng"",""a_t"",""uh"",""p_ee|a|n_ow"",""k_o_n|s_uhr_t""]","gOVb0q51jVp_R4m_C265A","M1/M1-443.mp3","MALE"
"sgumerzget","OW1","[2]","[0]","null","Did you *notice* anything wrong?","D_IH1_D Y_UW1 N_OW1|T_AH0_S EH1|N_IY0|TH_IH2_NG R_AO1_NG","d_i_d y_oo n_ow|t_uh_s e|n_ee|th_i_ng r_aw_ng","Did you no|tice an|y|thing wrong","null","[""Did"",""you"",""*notice*"",""anything"",""wrong?""]","[""Did"",""you"",""no|tice"",""an|y|thing"",""wrong""]","[""D_IH1_D"",""Y_UW1"",""N_OW1|T_AH0_S"",""EH1|N_IY0|TH_IH2_NG"",""R_AO1_NG""]","[""d_i_d"",""y_oo"",""n_ow|t_uh_s"",""e|n_ee|th_i_ng"",""r_aw_ng""]","vXJx7K7LZeYWfie4qMeBx","F1/F1-444.mp3","FEMALE"
"sgumerzget","OW1","[2]","[0]","null","Did you *notice* anything wrong?","D_IH1_D Y_UW1 N_OW1|T_AH0_S EH1|N_IY0|TH_IH2_NG R_AO1_NG","d_i_d y_oo n_ow|t_uh_s e|n_ee|th_i_ng r_aw_ng","Did you no|tice an|y|thing wrong","null","[""Did"",""you"",""*notice*"",""anything"",""wrong?""]","[""Did"",""you"",""no|tice"",""an|y|thing"",""wrong""]","[""D_IH1_D"",""Y_UW1"",""N_OW1|T_AH0_S"",""EH1|N_IY0|TH_IH2_NG"",""R_AO1_NG""]","[""d_i_d"",""y_oo"",""n_ow|t_uh_s"",""e|n_ee|th_i_ng"",""r_aw_ng""]","I1u6Xxhc69AzZLvZhfatx","F2/F2-444.mp3","FEMALE"
"sgumerzget","OW1","[2]","[0]","null","Did you *notice* anything wrong?","D_IH1_D Y_UW1 N_OW1|T_AH0_S EH1|N_IY0|TH_IH2_NG R_AO1_NG","d_i_d y_oo n_ow|t_uh_s e|n_ee|th_i_ng r_aw_ng","Did you no|tice an|y|thing wrong","null","[""Did"",""you"",""*notice*"",""anything"",""wrong?""]","[""Did"",""you"",""no|tice"",""an|y|thing"",""wrong""]","[""D_IH1_D"",""Y_UW1"",""N_OW1|T_AH0_S"",""EH1|N_IY0|TH_IH2_NG"",""R_AO1_NG""]","[""d_i_d"",""y_oo"",""n_ow|t_uh_s"",""e|n_ee|th_i_ng"",""r_aw_ng""]","xCvy6os7KeZC9kNjE_nma","M1/M1-444.mp3","MALE"
"ecnskrmgcr","AO1","[1]","[0]","null","I *taught* her how to ride a bike.","AY1 T_AO1_T HH_ER1 HH_AW1 T_UW1 R_AY1_D AH0 B_AY1_K","ay t_aw_t h_uhr h_au t_oo r_ay_d uh b_ay_k","I taught her how to ride a bike","null","[""I"",""*taught*"",""her"",""how"",""to"",""ride"",""a"",""bike.""]","[""I"",""taught"",""her"",""how"",""to"",""ride"",""a"",""bike""]","[""AY1"",""T_AO1_T"",""HH_ER1"",""HH_AW1"",""T_UW1"",""R_AY1_D"",""AH0"",""B_AY1_K""]","[""ay"",""t_aw_t"",""h_uhr"",""h_au"",""t_oo"",""r_ay_d"",""uh"",""b_ay_k""]","LEJK2irLA5p4258qLfy0P","F1/F1-445.mp3","FEMALE"
